unit_id,WaferYield,HumidityFab,DepositionRate
54,19.680601387460296,55.135544187446065,48.8637661536354
55,10.948646192676994,56.47385379117544,51.4968745924513
56,19.09090638940731,46.86345930839662,37.52219603338229
57,27.16387005946438,67.5826718328617,48.61234748729256
58,24.463196431434895,43.60419784838848,15.919023345949672
59,18.281171746301847,65.00646039011488,37.611569367214315
60,22.54869256059501,22.574046036696103,62.965109540048616
61,20.42314391798985,36.94710389270976,9.44328112851748
62,1.992513890248849,28.01955170417627,57.14767767750652
63,27.750160369019653,53.9396688407438,35.176268324936835
64,22.139714068823338,34.4992850640504,39.57676573434031
65,17.696366562760513,49.53829362249548,40.382328663885524
66,25.639460984801023,52.821488058772445,39.55054080290238
67,19.884757886295848,37.424432666137356,36.214828542132175
68,-2.4474956478646006,51.41433700452509,54.0170422016968
69,12.049709018751205,38.46438309080339,49.85161707190824
70,15.112575732525123,50.674252248515465,57.40835972555518
71,17.52785302195044,27.952733256515906,28.937759959474683
72,25.22986586413612,48.36201151918268,41.455799196829254
73,23.47001215060764,52.396874703734724,22.802192899606457
74,26.342065098467636,40.42460451361222,35.46452944606106
75,-14.819660536087827,64.3840816664131,71.51428565375423
76,15.887016351182684,71.13526161047965,32.05232792933111
77,23.039014150336122,52.728798887836675,36.773472210891626
78,19.016155469476047,41.80384075230959,53.12023291864599
79,22.619753965911535,63.42438087422414,39.30449013299943
80,-1.3653679167175454,56.22018243930611,68.3885554908058
81,15.215395641478706,39.421290390917946,26.952225126335982
82,21.4903401838565,51.453703537494704,28.86657289549717
83,20.691989428918845,67.78721131636425,36.406999514670694
84,13.848101580836165,68.6121566649255,53.54181603241191
85,-15.671055115579563,78.26735590092854,63.79069072625026
86,26.232866981768936,52.60243904305125,45.769072529537524
87,34.46515540344403,41.39262078571635,27.46984441795951
88,5.939981284293233,35.92833729981019,52.83447780045993
89,18.500353655077728,41.12283324367664,39.459675072432496
90,21.261437199056445,39.253019939382874,52.002205225853096
91,16.91619356519951,56.572467923067265,55.52680509640189
92,15.896014444001999,39.55603020127506,38.25557911656523
93,20.99607813563409,58.30945019352817,45.16692284791841
94,26.03996096875239,27.92262106739009,41.2398728918792
95,24.036871004048518,40.08076446360112,31.88684066897796
96,20.983255787011668,52.113473955419344,38.83022139237107
97,22.51325989424331,56.82970547165613,47.80801382917359
98,27.571064796839096,58.92589997295184,46.2380754694494
99,27.84770120632051,50.88974314343583,30.686734722903804
100,26.115866451562525,40.49924579233305,43.40417733156697
101,19.881155207776796,35.1625243464382,36.05492235553333
102,-15.167050606924297,39.30427417818893,59.51548746867381
103,9.460713933589778,49.45119961791155,50.40665192949385
104,26.332604566465605,39.94615701116396,37.074472359162115
105,22.65671661141821,73.84287460506616,22.666316699271437
106,25.37840507575359,52.41971275514622,25.364278153316988
107,15.10629426139425,50.500260729754714,35.0743535312862
108,16.96724520711687,32.14166517414586,41.63160546931989
109,16.319203063511083,42.71287241352736,34.50619776959826
110,22.717372019016704,45.458026037448775,29.900657488110085
111,16.558313072140752,34.6194396277766,45.67973020562279
112,0.8389808773613394,27.418696942967856,70.86341900413422
113,20.74825053008571,73.42908689899188,31.01122370929303
114,25.632023086308283,58.28674795865223,34.50319620365936
115,31.47016736430249,38.20974966955845,34.8729489362468
116,20.651984675614074,43.89900613250481,44.15617999339219
117,18.914411769310583,47.578764566171635,36.150735706656114
118,-0.8384488792336153,59.20409686465618,46.48444324418036
119,22.194278709700132,47.99414543285249,43.266683265689814
120,22.75585249538943,54.28296042874126,25.696003640159716
121,11.848153166212654,65.35672683754365,47.38000575057423
122,13.015642593679454,48.77646754652907,54.18315859461748
123,22.923413282783258,48.34108166212717,42.272814457359615
124,20.7476522195297,43.49829727716963,41.78016923390298
125,16.048748374055997,21.35307294467735,29.170466139488838
126,19.579202678256852,56.40158030885679,12.160626562872539
127,20.43706165690358,54.29532446950444,34.3326760194972
128,8.017324609914306,37.74934495638985,68.03769769107349
129,23.382051495999516,42.856596041919616,48.28837156693581
130,26.68512101516699,42.75246230858071,15.559631590691417
131,20.33993114758189,51.29570467484921,39.19596398553801
132,21.606153932223187,57.57306915254751,44.46144957517492
133,25.446437498833994,50.04398395326526,42.046630169685855
134,21.363625332792168,70.27640782083273,47.570298029458556
135,26.78236545278848,58.41734634521024,40.30100033210712
136,13.288532073376594,42.8630338788603,41.84926293647213
137,14.618769303429923,57.09389785221243,35.64878704328477
138,3.3616778187530634,68.40155645047318,58.10473435120178
139,12.62892131685929,23.345858763147945,46.512857953364986
140,28.188572131769853,72.59479617034395,17.90607487295729
141,20.05332668171983,50.457222516193326,41.60108149080795
142,2.156745753301813,43.92369899890924,50.88521872985579
143,18.675745147331966,59.92152193874348,36.80826648738389
144,20.419075039947142,48.60365723409571,33.44457476895816
145,17.94239077636269,38.77230899163207,20.40549400589996
146,24.108958604525785,54.78038675670311,40.0966398566445
147,19.822637593776065,38.22485487956233,18.865886070653502
148,11.585571956742577,52.90059640759307,32.576959879070515
149,8.802149983556863,61.55342783278896,57.31164867191037
150,23.77506286942613,56.47275170312452,41.857434101403854
151,5.636438171839288,50.9863078301623,51.056341986263824
152,19.658885000971118,35.4291065413544,26.282412454228364
153,29.302602190441462,48.685661749683774,43.61129835239235
154,25.293063281112243,50.80188493579993,50.43311800357567
155,-2.75167607303349,54.593762970890346,59.04554343349772
156,14.719690937281978,24.594929425414232,36.170664915953985
157,3.4829555556354457,47.326333663603876,52.23356024242874
158,13.745175913472828,54.01668924868326,45.13358923698716
159,13.728568087491224,29.50062298489573,49.086889096796895
160,20.002523716769666,60.4104785777412,50.39242659775744
161,17.63357320113289,54.71315252733658,51.99127217889653
162,12.131738621545612,49.242224509036134,54.57715548073008
163,26.239017858545523,33.62913217455455,17.820049863015388
164,35.28499645934485,43.3415617956594,29.472779469907557
165,18.82918445119066,43.85239002417923,50.09229558901614
166,28.243630705859736,40.895969471702074,19.493050480235908
167,22.993392857253827,56.98026670332141,36.91170794651656
168,6.138589343761883,53.8869063967019,55.467667531485276
169,11.957725866201477,77.7104504054049,30.907110821473346
170,26.724871338011475,58.36530596503829,21.039523104600757
171,16.824874357510826,44.68518626132609,15.989765350692041
172,10.798346005312435,65.53316437952925,28.84271936641014
173,19.646483680987878,34.35586532809928,28.428034290880134
174,16.396737134863965,64.56742396880217,31.366059486181637
175,9.800527135431585,66.23891499473294,57.735220995309426
176,20.44761049680955,37.77086450673452,62.13751510417351
177,17.174247677248225,56.026009184060754,41.05841623246688
178,5.793354583985507,46.49975684440712,51.40813671636934
179,31.776288429614073,46.57054263362958,26.899034197325825
180,28.69950642110903,53.571381783029224,44.17416044063408
181,23.685658798420963,46.8008430034636,38.58321025559512
182,25.50539593971535,54.51689247155762,22.036554080232968
183,19.89295904084054,52.16258392066689,44.08031498179038
184,22.71251366807674,63.60778580294133,39.73844215581847
185,4.159443167286944,36.49732867207965,52.39267889134487
186,23.13215031001042,34.36864837588319,46.618432278159446
187,20.788398779274733,38.08180710500131,39.04944249498361
188,19.878139116329013,67.04998872070239,26.611707675980877
189,27.889594403818744,47.702091564507995,35.63462733261706
190,22.406103019477047,54.642866388630914,41.9098134337691
191,17.014202980631943,50.85601670740914,49.276459438690075
192,24.28343095572853,48.371675769818346,20.24210201039116
193,-13.978603752714564,43.5004335112144,70.71852938289823
194,4.242095266490194,36.07723014937345,59.17208244460539
195,26.365470333246694,56.555545696186456,37.21952864842973
196,28.483513814761857,73.99043057346826,28.642155897353348
197,15.429414196735292,49.65582951087342,44.58243550999115
198,29.743761997201307,66.03011962040993,8.694751054739355
199,28.285302767034864,53.830367378793945,37.428172567552735
200,23.575807995547674,59.317713201569326,53.5968963014049
201,16.465114371366695,45.14961335302028,34.454254525061536
202,32.21524367065852,29.88493529815394,26.693587199752876
203,16.895524722898067,41.55446506494569,27.012955498947143
204,14.509868874016723,8.457969352095368,49.96005586697392
205,16.238238511651637,63.32770593697353,48.40882081014512
206,20.203169916259597,50.136504101940524,40.57802722613765
207,23.964594434667877,48.9589833559415,41.33406721146556
208,21.362707867014446,56.8360837987779,38.859159696915064
209,18.732512166107703,68.9629389138112,45.46172073133653
210,22.02426733561731,58.72731706008139,32.89252489564145
211,10.760453586883953,51.3712544004855,33.712618056212314
212,23.628508483321305,51.20073022011414,42.36982476673571
213,18.103392176763023,42.85631367884586,43.35551949551366
214,14.989350249222364,25.387232765886083,26.563947739290803
215,24.219475555480226,49.20031500656646,41.05001585180525
216,30.361858453861316,60.0687531594358,39.9749554669575
217,24.643046192815437,66.23607468128019,50.26711741316139
218,16.199927586370954,52.75633061686664,49.895673373534024
219,13.167262902250034,55.35422896138519,16.7602120141719
220,21.5682754370426,48.8417087713141,46.50680288084976
221,18.52433073025034,46.39552176535172,47.733052731662255
222,21.53068500120848,53.89308712990578,22.3569247873984
223,18.567066361699144,33.51043003949957,28.495848324005653
224,22.639759671750692,55.47084229094969,40.47117792648177
225,24.70281923135249,46.712694451953894,37.25921127563725
226,20.153272368145622,47.04350406888722,43.28283124674999
227,19.22274281030797,62.896072146447516,38.76371985431154
228,26.616466254778114,23.940455492487338,59.61739146427638
229,30.842252032946412,58.649192681886525,38.123762413079774
230,13.678861103977951,63.11909531731035,50.90258239744344
231,25.40430190691407,39.27220499102636,45.468133295718005
232,21.470262245723504,29.680497525563727,36.02049446775747
233,10.194195001997896,43.08507362803167,58.257073743726544
234,27.778796494178245,12.656263097127553,45.257225502851306
235,19.792664386080407,53.661454642996915,31.096271436668825
236,24.114926018624935,49.15319238299386,43.01964207402257
237,22.239413582557155,32.09186365967451,38.46412877536554
238,22.893179523751225,32.948251426625035,37.538833032041126
239,18.67585395063645,25.80134184317854,36.68422977446083
240,28.60276984882835,56.48379126208261,38.012515934224346
241,12.852850079850118,48.50146847563357,35.7469772145952
242,-3.5220693553967104,52.04392017669678,53.36785122581234
243,17.96046063398358,48.92701246391029,39.845396005090095
244,20.164907217507302,45.79707881544208,41.95945434628118
245,17.458795734492227,77.16972082436334,47.97861375197632
246,26.743876256993968,26.972251287547465,52.46131163933612
247,23.945238625552065,76.35183109190396,39.65895134743299
248,19.93567611750207,57.96154994011633,54.82299486427687
249,-18.471375035036466,60.55850599807813,69.13039300442432
250,8.066520853947384,47.58398186310761,51.05802258997669
251,16.101045468150378,45.28747045632494,30.53326730199909
252,23.20814786701683,56.51942400903262,46.79554588165295
253,29.329059993199724,38.585434638839224,33.354948861742166
254,20.798951586092368,42.33279857768504,45.390669395796714
255,21.797638061964275,63.87971971938951,34.51447284955742
256,29.631849566116855,43.24672617437098,18.86040094374871
257,24.68031249705479,70.8217217782753,44.40456933125342
258,17.827260818459173,49.189390017989666,48.13116823046027
259,11.865834116290152,54.64088777141073,51.088233434396045
260,-11.96561690459458,65.81192828387307,61.595767268317694
261,20.222880585649154,70.4070321373494,29.61893650095616
262,12.88590352842385,37.609576257519684,47.84880780883223
263,28.56141533750346,33.04965187801819,24.14329171413175
264,22.402355851577333,70.47197513801237,34.63115004400344
265,24.134253002876715,39.373643231831984,44.25944604733933
266,23.25105038590406,41.12984888175399,24.2765098861085
267,21.56924847558501,44.95713151475781,43.94474833378468
268,19.71667099606371,68.69918108853415,43.29390077495407
269,11.270268721801514,60.8312919958896,53.70377470287451
270,2.1721647060481537,40.77141041343997,50.05531605860164
271,13.794692866877124,66.83556662451623,13.463529470221943
272,-5.223800538670655,28.08440477014088,78.44490241541743
273,28.258044182716354,57.14524477604972,22.519198940618352
274,18.04333374058379,35.275211776011645,50.56780167471916
275,31.004726420082083,63.05783530043227,32.25468323040206
276,12.215075727808618,44.88241674990436,45.09255296092507
277,21.470383051160802,47.05857369915451,28.074894746386523
278,14.774750189218283,79.50478249491908,35.4217462914192
279,15.6273216413945,50.449862964501094,48.879325751925926
280,15.146185725820946,61.95794196868559,29.58826311675165
281,28.581998721017513,56.25158423693845,48.86376123612615
282,24.45055464332071,51.1020313943096,22.697383134851147
283,13.969655455163538,67.66413148236899,30.262473783353208
284,10.141119750800065,51.641731457254224,64.50476663220904
285,15.685139079455748,50.33466902124434,9.078903037503007
286,23.166149683078775,50.01361077006539,30.817121207610132
287,16.80360114632013,37.09835874872943,48.546059268376425
288,20.174238747087955,44.5190169064691,49.276240034554746
289,11.712108148618633,38.91724388980265,54.41266631879527
290,19.06577759442076,48.58963822371735,33.482104636950126
291,16.58179227613945,52.41549364240029,29.976944343482604
292,16.599865637893256,49.38058089021601,45.772128655785764
293,21.382730950087137,40.79648269587039,39.17629677389717
294,21.254564729897194,45.26832289997448,49.56960326838896
295,-10.147074238654984,53.968529429467665,58.07085311477543
296,12.768137676308507,36.79382190435192,52.416938896635855
297,-2.142810147106995,67.13237256436578,50.49960439862369
298,3.5144087915841697,46.72358551784554,53.581054318779636
299,25.422390619274683,38.24932374877433,22.10945007670871
300,15.43689910357716,29.64292102991293,29.464100930500752
301,22.36412692218959,55.81659777325491,42.31811123417419
302,17.896274078346114,42.01166540950526,41.99012880318197
303,14.477583314279286,47.1664524384341,48.04226175491669
304,23.67560377815533,60.424166392356625,26.173436490329713
305,20.014144300034697,48.66264781349582,50.96767695141342
306,-10.503596339955724,34.195356400907706,67.81508123216848
307,19.42990268147087,44.10115860508501,38.36156574439786
308,28.77678878149932,77.30580332942561,34.04912771250497
309,16.9756595675453,70.67048952770514,54.28382509995476
310,29.480972156486132,46.98637173342847,35.26282039836784
311,-2.6649383226636316,56.722972841200296,51.311238192077724
312,23.57148661952318,63.975561487731824,28.29508518242061
313,27.88928429275485,59.32747607737346,10.662343706602325
314,3.351502060963348,72.4378214684247,52.90767677857351
315,22.695989370520522,33.14588950615815,38.43342113958992
316,12.39669569966215,59.66368053702987,49.647916218724646
317,17.19101889913296,50.3750850217923,38.88926916881175
318,17.517243387025207,27.048432503841823,39.99608321534909
319,24.372475949115383,19.648366597583827,35.00784222383628
320,16.609960091427077,51.32837273747792,53.08594619773492
321,22.36008176246758,64.2415155366327,22.808531508403608
322,6.78586248551211,78.47881951873245,58.91874191033694
323,17.277726330180116,10.636526152784288,52.49545389662915
324,20.011808864431963,33.06623769008279,22.187357905957963
325,23.849059084528545,47.56450443062135,41.20771387492157
326,25.753064294079508,46.99019892680258,28.81966648816225
327,27.89863497802535,59.162072473974554,22.326136392668275
328,15.193384805653746,36.66800958183856,50.91903413703662
329,23.831861857747946,29.290407208185158,46.67707846723107
330,29.09685519691339,46.575560402229854,26.038462468542374
331,21.935967464625733,69.63527495993272,44.953002781668
332,14.653777806483085,52.77431255243377,33.52305377868531
333,16.98124669717606,51.7141571322813,51.56106939520967
334,13.530542178193338,41.3379978093609,32.85060467715018
335,19.681889773221236,55.32761272636749,21.965564881029703
336,-7.8410662237073225,67.52663668181619,58.58088430927355
337,25.43557299611294,38.858218964941464,24.974186254268133
338,18.454778600577377,31.889076676278137,23.704847845254264
339,26.47643085417626,69.0317834720754,41.89735423122494
340,-4.561624644423702,33.5641358693243,64.23926825778817
341,28.851574277285593,41.84730210248884,14.680519470209958
342,15.222692285061964,34.79770948079042,37.55622594946694
343,1.8740096359662712,38.165355031708614,61.69940568285871
344,31.592116754698587,68.97072966642128,39.31836336258016
345,21.918844591790336,37.77112663257003,31.192061047983984
346,4.14623156012315,46.56982712899015,53.17637900849776
347,18.142926066398026,59.477816826703645,34.366772220966254
348,17.311854754737446,44.524382408602854,45.418307153090204
349,25.16164941635742,72.38005248630388,30.99672845723681
350,28.399810778302218,60.44752758570313,32.5243138939759
351,11.057103367583,65.56148783602642,49.35590875697082
352,22.841748560738154,34.63673042221566,24.417545489522674
353,25.35001936186204,51.247527780032875,42.79074923962951
354,20.912753428673604,57.20377796190483,36.26416763204998
355,26.504723252591763,54.45436263299271,56.347603551170906
356,14.43574866047965,60.926742962620395,40.907071206344625
357,18.433862530447577,49.44603998778712,12.925956052847404
358,20.80611395918102,41.1205344661426,57.34164808201615
359,31.229061805560796,53.50198218372379,36.54721556704992
360,19.77239264784441,42.61621505345044,21.537880747628687
361,13.71316925382582,48.70093602013107,45.64650706452477
362,28.84612355053588,47.45550185715379,19.280417201639047
363,24.755302988750092,61.219650366690175,46.93928826668885
364,29.175901472933024,50.61720579082745,42.70126577549233
365,22.103684367783984,76.44310258253374,25.463437479053336
366,25.018017259021107,65.89643006955428,39.03940497022798
367,-9.869129490551524,32.12512156653836,60.658520522395406
368,23.109663502926672,43.403800537035124,40.98226229292551
369,16.60305698353431,30.58356001189122,50.97341173341468
370,23.583448735520417,59.75266436169469,39.64176186294717
371,9.578458568429154,33.57687904528387,53.13357116086435
372,10.738273038357445,50.28692218671601,52.37066068010207
373,18.099394524287035,50.926520357405884,51.170579879990235
374,28.023272250622725,30.521151140048556,11.561306601194804
375,18.479727557872078,28.533877884606632,38.54135967685071
376,15.635481215803402,59.20129256711731,52.38005015547276
377,32.60043466038605,70.31420441283018,21.85697751531219
378,4.387670236236448,43.130936341493296,50.93229185860814
379,24.173668130114724,71.26089959866252,26.25935697676286
380,12.197790100958871,48.10345873304697,40.34841509970312
381,14.934688256994434,44.77982137637288,43.55033483713539
382,15.100437725755691,49.94240195932518,43.43540325007756
383,16.258155017227082,58.38538042240329,53.93754264726236
384,26.228409771197022,58.53364639064783,41.4027255786248
385,22.66064632142786,53.188601543896,43.718161565821845
386,35.55999327244081,55.19643995595313,26.712233771914327
387,31.59623945129906,58.15213048173154,42.223570586650965
388,16.13772401856191,55.92934506352739,38.04973043322058
389,16.19944000838536,56.886956710235594,44.87028917129558
390,-12.687599248102943,54.821544136799005,69.1194450623079
391,21.539345628171034,43.636098948550796,41.8549608384919
392,28.894333630959594,42.233012230985224,39.62370914177577
393,22.289526057660755,53.816496722534616,43.66454021472987
394,15.108506066357897,31.280613327640165,33.50505929644333
395,16.37367050346478,59.51844773297346,34.7070408916426
396,26.34011283509684,56.40879031316996,39.4229069271459
397,-7.004315590591547,72.69206835393513,61.98697047070889
398,10.735845254419512,66.85042363274341,50.55324877441459
399,24.263132810276986,47.72837888861707,41.40955683336666
