unit_id,ConversionEfficiency
182,25.96068563220446
183,23.96351299558888
184,22.258606811835403
185,21.328368900787027
186,21.026300217919896
187,26.807680527628282
188,22.24758114039151
189,23.665496467307296
190,17.306686077126784
191,19.914553681659612
192,26.315808128578766
193,26.644226016329846
194,21.756600197369156
195,24.76416888140787
196,25.156587915997992
197,15.07291371429425
198,24.472003101892188
199,19.582423138228833
200,20.262471532861646
201,17.792663648281135
202,29.32841802697902
203,24.10236562840778
204,20.898761996259537
205,20.443539880182648
206,19.97115270365847
207,24.130247704780825
208,23.66740439327315
209,25.065768314474504
210,26.09769561429053
211,13.753365814384994
212,21.14812286139728
213,18.074213841717466
214,15.980977088442716
215,27.576176976460662
216,26.019779923855644
217,18.982077613223446
218,23.573176147624793
219,15.458915275959917
220,16.937395211679807
221,19.929273868792023
222,26.287143887932576
223,16.517625396110677
224,24.25279295621794
225,24.02979945207863
226,18.733501721896673
227,21.11898182239284
228,26.156786139623964
229,20.82823113566109
230,20.106280893618248
231,21.51270982385708
232,22.07152126477784
233,24.228418826848806
234,24.008414411656222
235,17.514014846964304
236,24.510588958652853
237,25.659665252968765
238,25.062384022213767
239,19.35616219491594
240,27.25768371914588
241,19.73014362359888
242,21.946543758922708
243,14.879284035925528
244,20.36322520064549
245,23.62776892548096
246,24.4911527772187
247,27.778826389873515
248,27.938753800842456
249,23.429914277738423
250,21.40803617903173
251,19.70432141354368
252,22.530354103102475
253,26.006091335199617
254,21.67592822920491
255,23.44704409322012
256,26.555606170804694
257,24.00668587510792
258,21.9635045083646
259,27.01389186280983
260,15.73050256067632
261,20.593535356707132
262,18.25452637393769
263,23.345206902497086
264,23.278922766232036
265,22.106139667595148
266,21.397335243693934
267,22.978589561101717
268,19.62803191895655
269,20.49088491206143
270,17.842269183096114
271,16.211497874015713
272,27.522370100760938
273,20.152186803245485
274,23.136982825788753
275,28.12034094402488
276,19.743121895865006
277,22.820481698202506
278,13.333397760340299
279,20.438125074929403
280,18.173613976044898
281,29.197117004801086
282,21.811866655879225
283,15.744490195402092
284,28.98181254475616
285,19.718105711966682
286,25.666912309106284
287,21.637454351285477
288,17.19421397070394
289,13.195744280977834
290,19.775935649292965
291,17.053835264149846
292,22.449465021113056
293,25.053730709730708
294,18.516443854979915
295,18.738718395871267
296,18.017252752247156
297,20.000383168193572
298,18.55458729943077
299,19.335954165958693
300,20.800784788162435
301,21.580757250616173
302,20.59177672032366
303,21.95319382835531
304,16.198047795180468
305,22.551958724470804
306,19.15582169715967
307,18.64238936284815
308,26.52129640436933
309,21.820493925560378
310,27.001872974934752
311,21.66910884285961
312,23.280674973226994
313,25.38493316110475
314,15.079924095481415
315,24.279210234117606
316,21.521786440703767
317,23.325556171784214
318,18.744483683525992
319,20.540588558181344
320,18.622173640223465
321,21.412451375148393
322,25.41404575694039
323,22.265660974902694
324,19.241156865848936
325,25.882357554837192
326,20.92228906834784
327,22.718159411929395
328,22.393319989471763
329,24.674523354186956
330,23.322468534022285
331,21.575457643553726
332,18.197790341554942
333,20.28249703468233
334,16.733196018973175
335,21.00924002180329
336,17.54218434934708
337,21.51295369167955
338,19.557953468282157
339,28.011653921345175
340,19.806210888759615
341,25.214984889620037
342,15.932001132650768
343,21.71570871147234
344,24.257850439164173
345,24.85955555212124
346,22.87177409268613
347,21.773928932023196
348,22.2018078654256
349,23.909570122137566
350,26.35809507715273
351,24.16181849112504
352,24.216661001880492
353,23.566216125021707
354,23.37953817137425
355,25.677561180416284
356,20.19351015293771
357,19.587779962940505
358,21.885272770245376
359,25.194585928184782
360,23.624256209115817
361,23.202877975833665
362,26.820751961049226
363,25.02638040158415
364,28.872555880263025
365,18.752474914801752
366,25.52119171287459
367,17.995634314911612
368,26.306056801676462
369,16.914538162104858
370,23.60468984782289
371,20.477760578525217
372,22.92852363651278
373,23.81285715274509
374,26.578330426792277
375,22.408041043461843
376,25.685219729367546
377,26.192588589256538
378,19.66284922817717
379,23.694208896981973
380,25.98834457795723
381,21.76230569235782
382,17.291831417779257
383,20.924525785633985
384,21.629176473382447
385,23.633388062441863
386,28.601062294599263
387,23.251723620976264
388,15.326181237488756
389,22.821337401221964
390,18.512908255078834
391,24.363663954159403
392,24.227915985940832
393,22.286085521002523
394,21.797475641546956
395,17.92518500119791
396,25.297370942614144
397,19.701560513109666
398,17.950885219080675
399,22.42233716067394
