unit_id,ProductTiter,do_ChelatorDosing,do_FeedWaterFlowRate
113,37.488959691844826,50.0,50.0
114,37.30326947184876,50.0,50.0
115,30.454150182200078,50.0,50.0
116,38.20005633389503,50.0,50.0
117,28.303457413638977,50.0,50.0
118,44.78145365425169,50.0,50.0
119,24.087291289985647,50.0,50.0
120,20.199582367158335,50.0,50.0
121,32.511195882763744,50.0,50.0
122,25.321398665407614,50.0,50.0
123,22.321006009804826,50.0,50.0
124,30.463065571308572,50.0,50.0
125,24.731520609249124,50.0,50.0
126,38.75907864657453,50.0,50.0
127,37.82472124861547,50.0,50.0
128,19.472456905067535,50.0,50.0
129,31.60376314911675,50.0,50.0
130,32.65267195590584,50.0,50.0
131,41.55303572717846,50.0,50.0
132,30.886423395184753,50.0,50.0
133,31.718974197864817,50.0,50.0
134,23.12553323765956,50.0,50.0
135,35.14949240752746,50.0,50.0
136,31.213490186286393,50.0,50.0
137,34.944303906564514,50.0,50.0
138,39.43760769552771,50.0,50.0
139,37.446835933182285,50.0,50.0
140,37.12219825037805,50.0,50.0
141,32.13571126954883,50.0,50.0
142,26.13997147360907,50.0,50.0
143,30.283809422127327,50.0,50.0
144,31.40543292791651,50.0,50.0
145,31.997913315696223,50.0,50.0
146,39.085402390960596,50.0,50.0
147,23.967010111958523,50.0,50.0
148,30.33811122286601,50.0,50.0
149,42.99659384337162,50.0,50.0
150,32.199801090062955,50.0,50.0
151,37.58585049164496,50.0,50.0
152,37.371098339926554,50.0,50.0
153,21.18058869207545,50.0,50.0
154,32.56895423832373,50.0,50.0
155,24.70173522266503,50.0,50.0
156,13.96094210418243,50.0,50.0
157,29.30001892477149,50.0,50.0
158,25.786750706439204,50.0,50.0
159,35.03147020054222,50.0,50.0
160,39.546942800624976,50.0,50.0
161,26.55998313859266,50.0,50.0
162,31.22112886355754,50.0,50.0
163,35.05084241176122,50.0,50.0
164,32.6867631198684,50.0,50.0
165,24.813071095846656,50.0,50.0
166,18.76424158588689,50.0,50.0
167,26.518999119633005,50.0,50.0
168,28.777590652482626,50.0,50.0
169,23.66205072979155,50.0,50.0
170,42.5540140065517,50.0,50.0
171,30.544400880523117,50.0,50.0
172,26.345746438026637,50.0,50.0
173,30.48042135068625,50.0,50.0
174,33.01906038229607,50.0,50.0
175,30.75954489249403,50.0,50.0
176,31.62696865433219,50.0,50.0
177,19.373586088683254,50.0,50.0
178,35.54377708616858,50.0,50.0
179,44.948901269865736,50.0,50.0
180,20.54669214298503,50.0,50.0
181,35.02384315676609,50.0,50.0
182,30.509190829060866,50.0,50.0
183,29.76343564045886,50.0,50.0
184,35.15280335757229,50.0,50.0
185,25.987467084674197,50.0,50.0
186,36.53815165459169,50.0,50.0
187,24.9627877543258,50.0,50.0
188,26.2281138988267,50.0,50.0
189,30.544652703155414,50.0,50.0
190,26.568176286095056,50.0,50.0
191,36.281099061471984,50.0,50.0
192,13.765178642214241,50.0,50.0
193,31.03622590984056,50.0,50.0
194,47.249910507857315,50.0,50.0
195,23.635625606442034,50.0,50.0
196,41.74296675485501,50.0,50.0
197,22.48531877905011,50.0,50.0
198,21.69518268155266,50.0,50.0
199,26.24312409984847,50.0,50.0
200,33.386206034079386,50.0,50.0
201,26.4920506868888,50.0,50.0
202,30.833889503033244,50.0,50.0
203,18.644127635294222,50.0,50.0
204,31.05928452893439,50.0,50.0
205,42.73972863082602,50.0,50.0
206,34.19019100469376,50.0,50.0
207,22.07429936335622,50.0,50.0
208,26.060565163612985,50.0,50.0
209,23.408949321006165,50.0,50.0
210,25.76184720760275,50.0,50.0
211,22.91482047636248,50.0,50.0
212,30.444499866128915,50.0,50.0
213,32.58711567595664,50.0,50.0
214,28.96695781624748,50.0,50.0
215,22.542157659943335,50.0,50.0
216,34.41991802335528,50.0,50.0
217,49.00135843405915,50.0,50.0
218,30.524164505682695,50.0,50.0
219,22.85997509883221,50.0,50.0
220,23.942424383859148,50.0,50.0
221,31.656971880662006,50.0,50.0
222,43.729735716598405,50.0,50.0
223,35.855245348293906,50.0,50.0
224,20.84034095540872,50.0,50.0
225,33.347578362197325,50.0,50.0
226,31.53920706806161,50.0,50.0
227,24.490050380964412,50.0,50.0
228,38.23732683355704,50.0,50.0
229,35.72834822577268,50.0,50.0
230,39.95240555406706,50.0,50.0
231,22.111408599576524,50.0,50.0
232,27.416066667008916,50.0,50.0
233,36.373388278549164,50.0,50.0
234,12.351032659633628,50.0,50.0
235,25.894009279608802,50.0,50.0
236,31.8172190209832,50.0,50.0
237,26.07501594859917,50.0,50.0
238,31.678436790079182,50.0,50.0
239,24.394382923790474,50.0,50.0
240,26.02705363891735,50.0,50.0
241,22.442820328354387,50.0,50.0
242,21.09909693263516,50.0,50.0
243,39.09393330212243,50.0,50.0
244,39.260007448596234,50.0,50.0
245,33.811738008712155,50.0,50.0
246,25.21266124712529,50.0,50.0
247,26.502708615541408,50.0,50.0
248,25.91822858315013,50.0,50.0
249,24.177777995011656,50.0,50.0
250,36.89686340602807,50.0,50.0
251,25.293660487673222,50.0,50.0
252,27.91525534237005,50.0,50.0
253,39.93258517738251,50.0,50.0
254,24.936433745808017,50.0,50.0
255,38.94468144153727,50.0,50.0
256,33.36985704737452,50.0,50.0
257,30.650745422671676,50.0,50.0
258,21.236339905794985,50.0,50.0
259,25.130770637795248,50.0,50.0
260,18.472582967066103,50.0,50.0
261,15.318626809501279,50.0,50.0
262,27.2868039260553,50.0,50.0
263,29.34837581003973,50.0,50.0
264,37.5953143895883,50.0,50.0
265,22.28536427554278,50.0,50.0
266,30.000320490085784,50.0,50.0
267,29.134728849689765,50.0,50.0
268,27.355831183005222,50.0,50.0
269,31.790803242050707,50.0,50.0
270,31.465148641147273,50.0,50.0
271,33.95685239218154,50.0,50.0
272,19.71109419960758,50.0,50.0
273,28.828011120928455,50.0,50.0
274,31.94775258875696,50.0,50.0
275,28.15845989952548,50.0,50.0
276,36.05721578867516,50.0,50.0
277,33.155751378839945,50.0,50.0
278,34.044280722209244,50.0,50.0
279,43.24416386542816,50.0,50.0
280,23.07346518998306,50.0,50.0
281,23.26028347684449,50.0,50.0
282,40.66630673577183,50.0,50.0
283,30.78508439160541,50.0,50.0
284,40.088590297774886,50.0,50.0
285,27.155067807875934,50.0,50.0
286,31.312583719159754,50.0,50.0
287,27.75438626632214,50.0,50.0
288,19.92606430884102,50.0,50.0
289,41.12472980267038,50.0,50.0
290,33.67710669258933,50.0,50.0
291,47.51734328172094,50.0,50.0
292,23.88960955990056,50.0,50.0
293,25.507620121344566,50.0,50.0
294,22.59507174236059,50.0,50.0
295,34.02231973218045,50.0,50.0
296,26.595931168999687,50.0,50.0
297,21.809389784330108,50.0,50.0
298,25.017366160171953,50.0,50.0
299,26.179541792636964,50.0,50.0
300,15.858537360831438,50.0,50.0
301,28.57402418241213,50.0,50.0
302,38.94500354568209,50.0,50.0
303,25.34134916603677,50.0,50.0
304,36.09783112710268,50.0,50.0
305,33.0870485980113,50.0,50.0
306,41.67709370908244,50.0,50.0
307,27.155791714863525,50.0,50.0
308,29.38242321358119,50.0,50.0
309,34.044652589650134,50.0,50.0
310,30.588579336930735,50.0,50.0
311,23.384719506603265,50.0,50.0
312,17.894462857925024,50.0,50.0
313,34.53948932662277,50.0,50.0
314,24.73640113577366,50.0,50.0
315,28.77026831785505,50.0,50.0
316,29.527661668127095,50.0,50.0
317,11.795715426702737,50.0,50.0
318,28.645592610085487,50.0,50.0
319,33.38594769378479,50.0,50.0
320,25.499488557002508,50.0,50.0
321,29.460138418678014,50.0,50.0
322,24.192943514786357,50.0,50.0
323,37.80538857429171,50.0,50.0
324,21.414211296889942,50.0,50.0
325,26.09075901252806,50.0,50.0
326,37.781894410565236,50.0,50.0
327,36.06907383634691,50.0,50.0
328,25.06885756814299,50.0,50.0
329,29.526876647220067,50.0,50.0
330,14.331399039197255,50.0,50.0
331,15.121618885109974,50.0,50.0
332,28.333310520400595,50.0,50.0
333,38.773127670404236,50.0,50.0
334,23.95470217322975,50.0,50.0
335,13.41688819876523,50.0,50.0
336,24.22661818886444,50.0,50.0
337,27.224943429235793,50.0,50.0
338,16.300540372844768,50.0,50.0
339,20.277184214947376,50.0,50.0
340,37.415890197725126,50.0,50.0
341,32.52621267994892,50.0,50.0
342,32.43391880640429,50.0,50.0
343,32.090782115610736,50.0,50.0
344,31.654245989811916,50.0,50.0
345,28.264924852569226,50.0,50.0
346,34.25114593240003,50.0,50.0
347,29.30036105681359,50.0,50.0
348,27.20360169923347,50.0,50.0
349,28.535552945416647,50.0,50.0
350,18.170457450311286,50.0,50.0
351,35.883067631838145,50.0,50.0
352,33.99772408322762,50.0,50.0
353,28.02784762328185,50.0,50.0
354,31.37461271697948,50.0,50.0
355,35.186902035332714,50.0,50.0
356,40.63453316337373,50.0,50.0
357,27.29170082214655,50.0,50.0
358,29.43608771334284,50.0,50.0
359,34.19753529530334,50.0,50.0
360,33.4870913978799,50.0,50.0
361,31.624571528410428,50.0,50.0
362,28.67518194642515,50.0,50.0
363,23.450574483320718,50.0,50.0
364,35.53490778316884,50.0,50.0
365,25.26074867161683,50.0,50.0
366,33.05972555201343,50.0,50.0
367,34.877275213562584,50.0,50.0
368,37.03032615737645,50.0,50.0
369,32.29970777632902,50.0,50.0
370,23.000711350983558,50.0,50.0
371,30.670106723170573,50.0,50.0
372,25.530693158415005,50.0,50.0
373,26.607902805107337,50.0,50.0
374,33.99110590110448,50.0,50.0
375,36.61123196316358,50.0,50.0
376,31.90634260253224,50.0,50.0
377,42.3951420202316,50.0,50.0
378,40.276407926707485,50.0,50.0
379,31.33758281045018,50.0,50.0
380,28.34918692138524,50.0,50.0
381,33.023455365268234,50.0,50.0
382,33.59712760413807,50.0,50.0
383,35.585324777959904,50.0,50.0
384,27.17947290802314,50.0,50.0
385,23.792731479663225,50.0,50.0
386,30.05339115501755,50.0,50.0
387,29.43762126999651,50.0,50.0
388,43.85851885771006,50.0,50.0
389,28.343117317022745,50.0,50.0
390,29.705365656345602,50.0,50.0
391,42.30034316718117,50.0,50.0
392,28.892665284776708,50.0,50.0
393,39.00315058884689,50.0,50.0
394,25.787389577099052,50.0,50.0
395,33.62276254965383,50.0,50.0
396,34.4406925502759,50.0,50.0
397,26.211919381958324,50.0,50.0
398,25.23747874535598,50.0,50.0
399,24.08379878347048,50.0,50.0
