unit_id,ProductTiter,do_ChelatorDosing
301,18.04480391575818,60.0
302,20.62207589739519,60.0
303,33.88892672600946,60.0
304,32.22669081266626,60.0
305,34.98231244348724,60.0
306,35.42917648014197,60.0
307,44.9899308756287,60.0
308,25.907448040305578,60.0
309,34.051764869167776,60.0
310,32.008849613118365,60.0
311,33.01359675117516,60.0
312,35.81551897001238,60.0
313,25.231831779724356,60.0
314,27.299517512687334,60.0
315,33.07086333451047,60.0
316,26.576212579851077,60.0
317,33.71756399364779,60.0
318,44.19736093470962,60.0
319,26.788777616291892,60.0
320,42.167434869766765,60.0
321,35.633618613188005,60.0
322,25.417648676912112,60.0
323,37.40209464801832,60.0
324,33.35301788495898,60.0
325,17.852282651287744,60.0
326,44.014836801223666,60.0
327,20.627938802379443,60.0
328,32.79738554551611,60.0
329,25.145875558387285,60.0
330,45.107171895814076,60.0
331,27.577362626950553,60.0
332,43.41557960708072,60.0
333,27.309521264876658,60.0
334,45.31060187573119,60.0
335,40.158857727175445,60.0
336,29.9987927020546,60.0
337,27.982074731398065,60.0
338,36.797287202245585,60.0
339,37.23727528162525,60.0
340,25.957907587644787,60.0
341,32.282368254985414,60.0
342,27.55845184169176,60.0
343,28.11720584064719,60.0
344,17.57416067689042,60.0
345,37.737399392874075,60.0
346,30.870249211204335,60.0
347,21.016614273348345,60.0
348,18.082354666492922,60.0
349,34.493895188125904,60.0
350,32.9863386367211,60.0
351,37.06572929332439,60.0
352,31.444264863898052,60.0
353,39.12702957868783,60.0
354,27.714971054064513,60.0
355,31.36734885605969,60.0
356,36.27221412913875,60.0
357,35.86131792570967,60.0
358,26.585357948960564,60.0
359,29.049246355490833,60.0
360,49.273884703926754,60.0
361,43.750545414375296,60.0
362,38.34164770355969,60.0
363,29.90395170975219,60.0
364,27.07596461948585,60.0
365,31.01346662898328,60.0
366,25.721728113937203,60.0
367,28.2807950636415,60.0
368,32.61722988478521,60.0
369,47.40328874319937,60.0
370,30.455479321213833,60.0
371,35.864977932318844,60.0
372,21.611296885227397,60.0
373,25.40854286076204,60.0
374,34.20427018963815,60.0
375,26.787305772518444,60.0
376,19.1840469243688,60.0
377,33.836841428880945,60.0
378,32.53870361563223,60.0
379,38.78737847234527,60.0
380,19.34209852761874,60.0
381,40.491283949938214,60.0
382,27.6982374313858,60.0
383,33.290035246099045,60.0
384,17.244224131009084,60.0
385,19.726559677195716,60.0
386,30.42857272846939,60.0
387,35.57690146319887,60.0
388,28.256699021514038,60.0
389,33.39448195698858,60.0
390,24.54695717598133,60.0
391,24.000873125382295,60.0
392,28.433579048061493,60.0
393,30.00926969558316,60.0
394,30.140380507112006,60.0
395,32.060118965213285,60.0
396,26.359219431082252,60.0
397,31.754125262887513,60.0
398,26.525388307893238,60.0
399,30.53842470063559,60.0
