unit_id,WaterpH
114,41.759473845492415
115,62.13905379001112
116,60.23525375954947
117,51.498848679816206
118,52.17763310052793
119,44.701398257876306
120,48.52225236069812
121,55.230956408752384
122,61.5500809544325
123,42.82892579409465
124,40.60887092099741
125,60.254795560566116
126,53.73727384519872
127,45.21797870464104
128,61.252477991223785
129,61.21639770048243
130,62.92359117312381
131,57.011192601507155
132,49.61225400412261
133,51.27707366677178
134,57.940031879599616
135,58.607384594742825
136,15.021464063826214
137,49.14750612905145
138,42.05950919774819
139,55.097531045983644
140,25.548637971958243
141,50.39869798315796
142,59.775538518731906
143,53.2249516517504
144,53.1628130401041
145,42.382943996668835
146,31.567060446482333
147,55.07273349285832
148,44.053521131021725
149,44.461003182769645
150,41.55979999914286
151,47.52594873743389
152,32.90900785672823
153,57.77571128282387
154,51.188235662343075
155,59.28384480593523
156,21.557838687099697
157,48.152991989040956
158,65.45646205097259
159,71.21304805739756
160,42.62148942735055
161,49.81667101917193
162,55.932184063667904
163,43.470169159090496
164,50.08944169454878
165,55.14600296407266
166,65.07027576733158
167,47.71533902092341
168,67.91080573744696
169,47.60042644133184
170,39.276299229590585
171,31.988699101254454
172,53.288860270417125
173,39.65574322673138
174,50.459908581740414
175,43.685886868762815
176,62.99857569631328
177,38.72601608444374
178,44.36360625750782
179,51.9825020886055
180,61.92411762619259
181,55.81608392440589
182,52.85894124921544
183,58.30697082500475
184,55.859096630211106
185,68.09842608663598
186,51.276508066040364
187,37.09759179965842
188,51.81646988864594
189,61.141956613688585
190,46.52528354174371
191,56.249462840176065
192,27.80911169063498
193,52.446360938335545
194,25.907906543598923
195,57.21280735447082
196,50.58423797259685
197,30.56723860902897
198,33.87127874319428
199,39.54649059638783
200,49.87599401541232
201,39.32520148843393
202,33.66829074968274
203,42.07551278105942
204,34.12283783824492
205,56.32556559565531
206,63.11420653680716
207,45.241163527631315
208,68.92395924548673
209,19.4423603956374
210,62.43483606749241
211,50.52620388613554
212,35.22807320956719
213,44.11020071481028
214,28.05213259814413
215,50.653047352796
216,53.7095747000369
217,57.275458955170315
218,62.70679880305871
219,69.36997736965567
220,44.20547627393805
221,61.49447234661022
222,67.28384353137082
223,62.5536298907954
224,40.13367147812542
225,41.766503561897224
226,57.197607632169884
227,53.2439440102094
228,70.42874593329688
229,57.81181656806373
230,54.75746372530363
231,36.50020639034973
232,39.1073227521265
233,44.8311882723986
234,51.031808088953376
235,55.16192028891003
236,53.52126517500616
237,64.35479559464312
238,42.2904646402186
239,33.916266702160236
240,46.22885039874323
241,48.84346574033761
242,27.632197666217234
243,54.65971266130544
244,60.948404976029046
245,53.090035344007234
246,50.78787940176572
247,48.494875982554255
248,54.44635579058217
249,37.79806395689893
250,56.293801217505404
251,70.44705632895946
252,49.56046126584722
253,47.874068432897566
254,47.785489347912545
255,60.22892755699792
256,55.704146599526624
257,45.24777826268089
258,34.20259606737244
259,52.691062853467756
260,43.73772957285659
261,38.45203227292582
262,64.30188517475534
263,73.1673015915039
264,29.970188650378777
265,41.88317911375857
266,53.3040896015426
267,45.99181187865808
268,67.1633677988288
269,43.13412433848181
270,34.824750447091716
271,42.07770750830643
272,36.36912326172279
273,59.77433836562541
274,53.207678854378
275,52.39416395860247
276,42.841826817204364
277,61.158568703661274
278,51.72019181918016
279,42.05414966975071
280,27.040203846294382
281,43.22030336256578
282,43.67309752699352
283,52.77725878372001
284,54.8713025952469
285,54.69554636725251
286,50.31857582412955
287,45.766183123161
288,65.35835891406674
289,56.43744409149943
290,31.822142501810184
291,40.46830582302786
292,37.7367803759912
293,55.899024647421754
294,28.45520679256426
295,42.48397405666346
296,58.720921752634354
297,51.809152104639445
298,52.609331144227134
299,53.540524799182435
300,57.03260566438091
301,54.20676913141593
302,51.72669701289519
303,61.83906150140167
304,49.93203521234956
305,27.206205970584787
306,26.50805965947523
307,54.348736978404304
308,44.22836490856986
309,31.92716076128111
310,57.53161581908241
311,61.317474180662586
312,53.37876445236193
313,34.89223105273425
314,60.603576083268464
315,25.50317669796374
316,57.375761726424464
317,46.79844427062463
318,36.59759681855058
319,44.43487108852869
320,53.55205472901657
321,45.57047980714717
322,51.79509511770966
323,45.55672637210921
324,64.56059875188362
325,50.360141030894525
326,33.5044873399846
327,34.49498322481088
328,47.176919564627134
329,56.994334285056304
330,56.21067317515094
331,57.28566157935658
332,52.95171603906094
333,44.058517397381586
334,61.37435350556322
335,38.38869246220466
336,70.81123216250866
337,40.920257376779446
338,53.7729940221668
339,52.464340743752665
340,62.891735006006414
341,44.699040457653346
342,45.34205678276645
343,66.0892847685482
344,50.701337148734105
345,62.33341877679943
346,36.683918340507624
347,39.00607158401334
348,56.225650423939854
349,29.065181187785054
350,62.38177488692907
351,45.11719135898684
352,44.38299546688905
353,59.46522035910512
354,62.84115660436286
355,62.55314641441048
356,43.96511199115049
357,39.2690543701535
358,42.87177352469912
359,47.3524284246383
360,55.394930260965594
361,51.78262887324201
362,42.26520667573811
363,36.62557440312686
364,43.41692294993141
365,59.40382788715611
366,21.890019724698014
367,35.69497750950131
368,51.311907666397566
369,43.958341213539725
370,63.54814118406081
371,69.53308453053931
372,39.67601667679439
373,48.66394617861536
374,55.038069323958126
375,49.71382540913736
376,38.13736029981556
377,50.62515333132085
378,31.935831572707368
379,38.002443274687266
380,78.62208182603489
381,46.405105349782026
382,44.54883213675485
383,34.64753081169925
384,46.67270533625729
385,52.33583219026603
386,53.57666213774983
387,51.45881062757054
388,34.67252789419141
389,53.09143497781999
390,40.36456235797997
391,36.68317121540808
392,45.4416171842339
393,58.09739742056941
394,57.44273017123139
395,49.32817658530093
396,45.925664470891235
397,61.61449256689092
398,57.12377639877528
399,41.32414282998938
