unit_id,StockingDensity
374,59.0644637183709
375,60.19874766825107
376,53.166158302851315
377,31.691399503662257
378,58.377593991709965
379,50.612035272927564
380,51.27139696864195
381,35.012860811632194
382,61.7730395969214
383,50.18736153063442
384,47.79877096750165
385,38.94388268252864
386,45.09348899340064
387,53.3390567795533
388,33.822923041491954
389,73.57707469425624
390,54.26029407798281
391,54.765540630194124
392,45.09765656495915
393,26.58530329372562
394,47.82298148339808
395,62.6416761815887
396,58.83875904393049
397,40.03282200941484
398,62.13629348748959
399,46.54145731627762
