unit_id,CapacityRetention,CoulombicEfficiency,do_FixElectrolyteContaminant
73,-23.51337331032188,34.966935545790015,100.0
74,-10.77998349732647,35.476079512323025,100.0
75,-20.537341881507096,54.43804962748955,100.0
76,-13.410291230133234,52.71845766646179,100.0
77,-25.953534945432338,50.03175455424112,100.0
78,-13.029793372773089,44.363354271235686,100.0
79,-22.973943550351706,55.814078399684796,100.0
80,-23.731762951089564,41.727881416670016,100.0
81,-16.423556267069984,56.52173577140594,100.0
82,-6.460602464556567,28.144662560831065,100.0
83,-17.235738322927933,38.22504465178264,100.0
84,-22.768871997856973,29.511620479989784,100.0
85,-13.895898875926934,64.84500717082281,100.0
86,-5.953798676016782,22.63162592285529,100.0
87,-0.04008657770962998,28.306901553990738,100.0
88,-31.35866642178889,61.676690220530034,100.0
89,-16.0902999486283,60.64970097429691,100.0
90,-32.756150950017926,52.35010852011053,100.0
91,-11.217665428544622,54.469625283541035,100.0
92,-17.833093102166767,43.85391034663472,100.0
93,-4.63547146740619,20.72313546668883,100.0
94,-10.756251076281448,42.65228442202797,100.0
95,5.381065693033121,16.596854210286047,100.0
96,-13.992927201139686,43.269362007473696,100.0
97,-15.170764682307798,46.92929713834647,100.0
98,-22.473734115387664,57.32027076683517,100.0
99,-27.612088441288826,57.82451568308159,100.0
100,-8.999942443848358,24.045954428299403,100.0
101,-10.767871852605927,51.95489821820322,100.0
102,-25.793032451514637,48.15185485401563,100.0
103,-10.857738729672459,28.016557420379932,100.0
104,-8.817623470514631,16.07447850550454,100.0
105,-14.13591131095354,41.56920797963356,100.0
106,-20.432883473001922,52.778981522757185,100.0
107,4.267854235580449,37.88388411572016,100.0
108,-6.868886842792275,41.1580799118806,100.0
109,-16.078047529291137,60.34326849899206,100.0
110,-10.503879274643863,42.82765516205473,100.0
111,-9.575385947596452,34.255198691854325,100.0
112,-23.23477041637271,35.01471750196036,100.0
113,21.4855078524651,9.306489875884147,100.0
114,-8.80840754468737,41.63752277719361,100.0
115,-17.111495433108313,33.77367964437378,100.0
116,-12.30475567414205,39.18190929893718,100.0
117,-19.20760638425914,20.972888141466292,100.0
118,-10.92705953774166,55.803534755143815,100.0
119,-3.116076799980835,27.706603954657545,100.0
120,-26.717084522248697,42.214585403942934,100.0
121,-17.4408961893203,30.547969648305646,100.0
122,-19.15659290825051,80.52023294412467,100.0
123,-18.33494988407486,33.35959884008825,100.0
124,-19.77321176430019,54.11167955374691,100.0
125,-16.14473065495244,55.58018827740289,100.0
126,-3.2689606933823736,28.760874766224262,100.0
127,-0.4189076503167781,50.72434729258067,100.0
128,-26.538135861458123,73.3553418194733,100.0
129,7.5399734697486664,30.20005175846736,100.0
130,-16.82585619466866,44.95109174067622,100.0
131,-15.913044447903225,63.64110674545843,100.0
132,-19.790257900478377,31.270319137348977,100.0
133,-13.057854221642781,48.613729448655086,100.0
134,-15.07930141601689,45.92157892330168,100.0
135,-12.32748582662102,28.421813706432683,100.0
136,8.377870609696604,19.011190597246806,100.0
137,-14.19700842623908,42.73083576606619,100.0
138,-7.389756805710679,45.435194385259926,100.0
139,-19.81636159476814,60.685934811524135,100.0
140,-16.65894746290197,52.78193652167232,100.0
141,3.5817056656108077,12.868998891550762,100.0
142,-25.422777102150516,70.31903386043948,100.0
143,-14.151077473080502,29.93602180349335,100.0
144,-15.608667527802549,47.87896207395457,100.0
145,-19.371201780042075,58.17988932999404,100.0
146,-13.394290911278901,61.02125491813523,100.0
147,-10.707711125653416,32.04013333715096,100.0
148,-10.694880707313569,43.65455611819515,100.0
149,-6.039363451785297,44.4410095512477,100.0
150,-12.061321162424075,34.84054955451901,100.0
151,-8.362351023795915,46.019687234913334,100.0
152,-4.283726902695913,56.65082214022314,100.0
153,-14.826214103807569,51.942313529761584,100.0
154,3.2495739411693947,17.770973721257718,100.0
155,-23.78148420822382,58.03673430324329,100.0
156,-29.819871315571717,36.189002863136665,100.0
157,-23.592000045741063,72.71817491748678,100.0
158,-14.30493122652713,40.082840352209445,100.0
159,2.194910737663246,37.18569494508288,100.0
160,-7.50456684720794,32.119464009778355,100.0
161,-16.115584255277092,41.83184541075959,100.0
162,-18.212724146747703,46.62225802353635,100.0
163,-5.407094280053125,29.78456214621539,100.0
164,-5.816897922432053,35.92742913437205,100.0
165,-31.812439329412303,49.449478650595836,100.0
166,-26.36155220986414,63.928208068786894,100.0
167,-8.241111600977062,28.81693692073814,100.0
168,-13.471204320291546,39.535665068874344,100.0
169,-27.7732292349616,44.49187242577947,100.0
170,-8.82694948724484,31.433591300811198,100.0
171,-3.971007412776973,17.0661979375863,100.0
172,-12.28389312859729,46.835918353064365,100.0
173,-15.899765950843111,37.249986861741306,100.0
174,-6.643407395884692,34.01621177761701,100.0
175,-16.39225260727292,30.722313551458214,100.0
176,-14.419641639861629,50.511089268821216,100.0
177,-22.724684508417376,39.927553603636646,100.0
178,-13.63715932580942,49.99224539702538,100.0
179,-6.208196424048165,52.63706402370573,100.0
180,8.824182616944022,11.661976388185007,100.0
181,-22.66398966013604,62.3850134133649,100.0
182,-7.650363060876302,31.482231544126826,100.0
183,-22.602143934507385,65.537581282976,100.0
184,-20.087233829826587,70.81642619950628,100.0
185,-18.139714581763986,39.647210078709925,100.0
186,17.30614752734632,9.937878865105343,100.0
187,-24.86940496280867,50.149735082619,100.0
188,-7.948674026913005,19.658357273896947,100.0
189,-20.86570444514916,62.971795761563165,100.0
190,-17.528221046468147,45.397252928555005,100.0
191,-10.46673004951111,48.06654682595731,100.0
192,-30.566672478411363,37.17636122736094,100.0
193,-0.11144821183583886,46.60097226060515,100.0
194,0.25239635770347935,40.10398561437575,100.0
195,-22.151511935813488,55.21774231456794,100.0
196,3.0098491502428573,28.054382644328797,100.0
197,-27.35506143573088,48.08259309952396,100.0
198,-25.81726914191094,63.89406474740362,100.0
199,-7.417736133253179,41.333518908159355,100.0
200,-18.116626893771038,65.20891749798433,100.0
201,-16.749621949910313,48.578461105969765,100.0
202,14.072584684431963,18.969551665467083,100.0
203,-19.849342357316193,50.38163711495044,100.0
204,-0.6678501245444428,32.56250275356709,100.0
205,15.92750365070339,14.766933352575965,100.0
206,-10.670412599674286,37.035233225802074,100.0
207,-15.453965032273462,42.44386869798977,100.0
208,-15.822778828847303,48.695838191420776,100.0
209,-26.746392468827136,51.122688549163826,100.0
210,-23.556405148300307,56.46753357629923,100.0
211,-12.390082756454616,45.29733170630602,100.0
212,-16.914915564714722,6.321081708436942,100.0
213,-17.657687539268224,67.00278512388823,100.0
214,-10.723868650093447,58.161330331239384,100.0
215,-26.36839227812551,57.66723054148191,100.0
216,-7.2790961712626,28.106623657855298,100.0
217,8.100445627999537,21.886946688103762,100.0
218,-21.049283383346538,35.875079978764546,100.0
219,-20.53596749744133,32.67526344643379,100.0
220,-14.427822110976953,26.6211374581038,100.0
221,-2.1715413204551544,37.366579787476205,100.0
222,-14.786275816092331,57.04364008127217,100.0
223,-8.663225453790501,33.97811142254738,100.0
224,-26.345979755263095,58.901689963343074,100.0
225,-19.581622467915288,42.07805580912477,100.0
226,-15.246418715787376,53.17791891432417,100.0
227,-11.385680739802503,40.7013627546433,100.0
228,-15.164983367838307,51.89948683127296,100.0
229,-13.010603554071555,40.373919633278526,100.0
230,-20.699600811945167,72.09924283472733,100.0
231,-27.75823189762371,31.749117140392713,100.0
232,-15.74873382328328,46.78792241144964,100.0
233,-10.261184483647497,35.50573557949457,100.0
234,-32.3047435172958,65.08264173697559,100.0
235,-12.891875620474472,40.69543802127509,100.0
236,-17.85928258676432,63.67962078677796,100.0
237,-25.33021737975481,62.12354467003143,100.0
238,-25.841579935868808,62.83035991144273,100.0
239,-7.377910363068935,23.32856609815915,100.0
240,-17.29050364509291,27.76812679097705,100.0
241,-9.598316378614681,38.52900083406243,100.0
242,-31.62389292397569,47.833272222158286,100.0
243,-19.933784392950404,56.75314854264303,100.0
244,7.516479872206745,28.802103365060617,100.0
245,-14.783423736606743,50.57007082506434,100.0
246,-26.830054761296502,38.80019264872972,100.0
247,-24.415743766681175,64.21789595226649,100.0
248,-9.194637790041991,49.418216640459875,100.0
249,14.125186989478983,15.507899756576654,100.0
250,4.67306043815435,52.21543560643012,100.0
251,-10.803906282274859,61.46272513806194,100.0
252,-16.896793068631165,21.956077655457776,100.0
253,-4.109467406525058,40.76326041572522,100.0
254,-12.315714603482666,42.48761557225918,100.0
255,-13.680764296804877,43.98444811740726,100.0
256,-15.931007656978233,49.40347048804167,100.0
257,-24.754145335377093,58.160308038269584,100.0
258,-1.3458250494805597,17.603405931708956,100.0
259,-6.610296825078376,52.10685463485797,100.0
260,-24.958452966966266,39.49147157946256,100.0
261,-14.70147923433313,14.824265650276619,100.0
262,-23.7496852598153,52.624618656339386,100.0
263,-23.14230384359124,61.98088328541217,100.0
264,-7.874016642461762,41.28954303717476,100.0
265,-22.925571625827867,20.816096087967203,100.0
266,-24.713709633289277,29.56042495463582,100.0
267,-17.65027270322382,48.50002960464493,100.0
268,-14.659948488808773,36.70768315088953,100.0
269,-16.232736891492227,32.97873208753611,100.0
270,-19.548754264358152,63.26799533511909,100.0
271,-0.8220675977427705,42.480161754890105,100.0
272,-8.616098712375573,40.24726384603654,100.0
273,-20.24770572937879,42.82346406132151,100.0
274,-9.46382708326269,45.517282160179064,100.0
275,-16.917302310603628,54.17226302107675,100.0
276,-17.913374971457564,42.26113371228667,100.0
277,-7.310466176691261,53.205348057977766,100.0
278,-20.578223188792368,52.08562159475931,100.0
279,0.9803081503902593,76.49447379910049,100.0
280,-9.548913095778202,47.77427447631882,100.0
281,-17.056489285594633,40.73289713873598,100.0
282,-19.05397258316819,50.5287462436897,100.0
283,-18.71112292204947,48.98587790037908,100.0
284,-14.398702677098072,42.43956194274633,100.0
285,-6.162366965093582,42.10975847796996,100.0
286,-10.18318260834833,18.698980062596252,100.0
287,-22.920214190959836,36.05166328041314,100.0
288,-23.18554170133403,31.937464890721465,100.0
289,-12.248152814533995,38.99644672521623,100.0
290,-8.551310013417169,38.61041690080425,100.0
291,2.707810501262739,35.79856666060407,100.0
292,-24.159294130134825,54.301705542196046,100.0
293,-12.035396933018182,49.88172996276146,100.0
294,-23.909846034387293,57.71165150643205,100.0
295,-14.746897193334267,68.4075955994699,100.0
296,-23.271906203192078,54.9889988864002,100.0
297,-29.15129463776117,55.2925333275429,100.0
298,-1.2946059286717169,26.60920457945652,100.0
299,-26.810973281730558,54.929495059978,100.0
300,-26.652485735112496,32.630706568492144,100.0
301,-21.92861691588042,48.95849667386655,100.0
302,9.955695848285247,32.74756911641933,100.0
303,-20.555105129144476,24.696400615145823,100.0
304,5.766353433394885,37.95378407345822,100.0
305,-21.49115560123398,40.35204917457574,100.0
306,-6.747561653459448,54.87964696833329,100.0
307,-20.52198506160969,65.87078460508863,100.0
308,-14.859985431365377,57.67450345996961,100.0
309,-4.744454848342077,34.061341731611115,100.0
310,-5.634923541887549,48.31577940046444,100.0
311,-19.839220322493023,54.601969832954026,100.0
312,-24.515562424933133,45.25886593918756,100.0
313,-20.74999251472214,44.01624352524328,100.0
314,-28.64575592362859,55.277345484409445,100.0
315,-16.17441446184979,36.175393425189625,100.0
316,-3.013473707990324,28.603960654767857,100.0
317,-32.09823672109994,67.54426248629994,100.0
318,-11.205207153046008,63.338010549592966,100.0
319,-16.775433595337198,63.54513152176492,100.0
320,-12.87679964403515,49.67515686852127,100.0
321,-17.597533145702144,42.64119962801807,100.0
322,-26.90403648697108,61.85783321611959,100.0
323,-20.61051958664789,48.549796104006205,100.0
324,-8.293247892766068,33.40008085287026,100.0
325,-6.043532377168468,34.727118876028314,100.0
326,16.961209758256576,32.77719277624362,100.0
327,-12.696449033428479,60.389644306966474,100.0
328,-18.23232869992834,33.99569752954664,100.0
329,7.86716042039775,45.03972206772866,100.0
330,-25.06348873447301,46.171464024825305,100.0
331,-18.405238561845565,30.604930187495185,100.0
332,-12.274213235869311,33.20581192814115,100.0
333,-12.228635977016882,57.674282351182875,100.0
334,-10.943356148317939,37.346516367707395,100.0
335,-14.730924310273096,19.359739445585326,100.0
336,9.071704474822159,23.371146296425096,100.0
337,-13.693487745028733,45.5350215261173,100.0
338,-33.91230819149548,74.02470678201388,100.0
339,-28.125942268115555,43.20888160398557,100.0
340,-6.294886791560726,19.089200056419614,100.0
341,0.12381376117422427,44.337617397800784,100.0
342,-21.07816529701789,29.908754728634687,100.0
343,-22.641203948914924,61.51959876198698,100.0
344,-21.71430083123716,54.67019390885167,100.0
345,-15.831855739004979,38.33987313864054,100.0
346,-17.303717404498844,42.98888417414731,100.0
347,14.90303990990364,24.46444014919421,100.0
348,21.1239584004724,6.361724169540378,100.0
349,-7.040924453712613,48.90887009575671,100.0
350,-16.403905082320982,35.12329290637969,100.0
351,-17.378795241508296,64.76304462958673,100.0
352,-7.104120047993778,44.24747642309691,100.0
353,-15.098950353869089,49.87618983125769,100.0
354,7.525282173539006,31.88264528657594,100.0
355,-13.957901649697327,44.77672710575421,100.0
356,-10.368784890558825,47.035443075380655,100.0
357,-24.305718311985256,56.995652131836934,100.0
358,1.5254178560844314,31.519230757324742,100.0
359,-21.181358697567237,58.925879523515675,100.0
360,-23.239169663015517,52.988389132690884,100.0
361,-21.36228432717739,47.5737095810575,100.0
362,22.831399340458518,-9.53640726845298,100.0
363,-20.308723786704654,35.08850846578438,100.0
364,8.653109263634768,-7.447981262630325,100.0
365,2.5455476802339785,32.34345980333006,100.0
366,-12.825033351704047,55.05412291158806,100.0
367,-7.203609362725741,46.4863200669,100.0
368,-17.415751943530587,46.21550319497567,100.0
369,-13.186108703590108,30.64889918102331,100.0
370,5.085079812601153,21.86230285752199,100.0
371,-7.059169011588282,23.138948739006835,100.0
372,-24.982376276626383,59.940872898143546,100.0
373,-17.933056947476537,50.28836476907124,100.0
374,-22.286012733284995,73.7546044504274,100.0
375,-3.5052267855630017,30.54586726062297,100.0
376,-19.649488990550097,57.58667606541219,100.0
377,-8.3308499241697,35.915028189699505,100.0
378,-8.37164937074955,28.896763191234275,100.0
379,-14.278798257119785,60.47207482833756,100.0
380,21.996218124002834,9.795163838008463,100.0
381,2.696127107683254,32.67388274742599,100.0
382,-17.93571913589237,38.78588066043518,100.0
383,-5.147998340597363,30.447061018547522,100.0
384,-11.612579416597644,37.29679205837968,100.0
385,-14.363336930434226,25.931326468366997,100.0
386,0.47093879154768326,25.11322520528745,100.0
387,-3.051822517322846,44.31986472172807,100.0
388,-11.295739809241422,65.76545778189549,100.0
389,-9.222795727532517,22.52318992739226,100.0
390,-15.114654145856303,42.09472275210594,100.0
391,-8.965725137496438,55.5392635606422,100.0
392,-4.700605975515462,44.6332111532009,100.0
393,-14.487404466639518,47.99814061333454,100.0
394,-28.60811035076645,37.44015795947193,100.0
395,-15.818185549910766,47.22664402540879,100.0
396,-19.71199769784927,53.30468320985384,100.0
397,-20.059852050733145,57.95034736071538,100.0
398,-24.156397594590473,48.833146811812185,100.0
399,-19.89798768482541,32.851058876148485,100.0
