unit_id,ProductTiter,BrothTurbidity,do_feed_flow_controller,do_chelator_dosing
206,85.30619096754533,5.0000392651756185,1.0,50.0
207,59.38013137660803,-20.274838575083308,1.0,50.0
208,66.22739873462257,-6.455746593735118,1.0,50.0
209,50.773679106632294,21.669762761549748,1.0,50.0
210,61.491999039628006,8.267953891312446,1.0,50.0
211,70.53487901599469,7.313444084660455,1.0,50.0
212,61.08664112190862,-5.936176495940336,1.0,50.0
213,68.39055154836147,3.9614276738948515,1.0,50.0
214,69.92602674998568,9.394721765282904,1.0,50.0
215,58.94935056668043,7.764542130447267,1.0,50.0
216,59.13242165914636,3.1798642944864275,1.0,50.0
217,74.84700916856565,11.535515982622996,1.0,50.0
218,63.14390262211596,-3.1776979807012626,1.0,50.0
219,65.6171329913627,1.5003958354939986,1.0,50.0
220,69.64319833445995,9.594655640178164,1.0,50.0
221,53.76557460408176,17.276539221778314,1.0,50.0
222,67.42458250943508,8.835902350145542,1.0,50.0
223,69.33613988491724,4.407156803410509,1.0,50.0
224,72.07408422997584,-5.9545643519825475,1.0,50.0
225,77.01247151072609,36.6073808879072,1.0,50.0
226,57.230649102196125,-10.632382608836995,1.0,50.0
227,68.53129141347122,26.895156462662666,1.0,50.0
228,63.560667114139555,24.491648630701665,1.0,50.0
229,51.29433936442969,-0.5729249679932327,1.0,50.0
230,66.0306170343638,-15.704100597536616,1.0,50.0
231,63.9537537093451,14.123832544040694,1.0,50.0
232,50.36016431669754,1.2675745793589415,1.0,50.0
233,66.94251096164524,2.2088200710032586,1.0,50.0
234,67.85008020170054,6.126994395017984,1.0,50.0
235,61.80474878183634,-14.455327751927749,1.0,50.0
236,71.0045090083357,12.601010355563542,1.0,50.0
237,72.78636679227827,10.628340472379314,1.0,50.0
238,56.199633856596996,-11.893359933888934,1.0,50.0
239,68.14248682886962,9.224559069533306,1.0,50.0
240,66.13654005665185,12.16614071967081,1.0,50.0
241,68.2966040178317,-19.018247849608432,1.0,50.0
242,73.14222191556892,3.238926244680686,1.0,50.0
243,64.01994394662846,-10.59135778539794,1.0,50.0
244,63.60858238438435,6.823176060534983,1.0,50.0
245,58.44550976228251,-11.725240619383076,1.0,50.0
246,66.16213129584843,-1.9016062137560663,1.0,50.0
247,75.5925043997185,-13.588578964271733,1.0,50.0
248,57.8831522742862,2.117142614527293,1.0,50.0
249,61.24244065387628,10.21450439360298,1.0,50.0
250,58.83077219760747,2.9046660586241555,1.0,50.0
251,69.13842623755303,24.77871642724411,1.0,50.0
252,51.50354547252437,6.761269082992154,1.0,50.0
253,62.214547263268635,14.890935099180732,1.0,50.0
254,63.8705331684434,5.206235643766119,1.0,50.0
255,66.44832280682215,24.660623284351395,1.0,50.0
256,59.555337652455954,37.54865862668425,1.0,50.0
257,67.21355746654247,12.055932439632954,1.0,50.0
258,62.077292907169195,8.526758416032429,1.0,50.0
259,61.439192868861404,6.426333754821336,1.0,50.0
260,68.99672374509896,-1.7177645733282167,1.0,50.0
261,57.82235334713422,-0.8274459682138913,1.0,50.0
262,65.42194176732824,-12.29677343532874,1.0,50.0
263,64.46645123460328,4.12001650539191,1.0,50.0
264,68.22604978402019,-4.050522730727356,1.0,50.0
265,61.412930265076874,-10.280190314570962,1.0,50.0
266,71.87885502952759,-1.6897202105064606,1.0,50.0
267,75.03924415385121,9.483903148357395,1.0,50.0
268,72.17021406736443,13.509552674885063,1.0,50.0
269,77.21410193333735,34.58445938366968,1.0,50.0
270,68.85024675551527,-11.36424329446221,1.0,50.0
271,67.78434008442014,1.9962946995479292,1.0,50.0
272,68.98915372677465,8.615326202074963,1.0,50.0
273,64.78621115639547,-0.1612010507747721,1.0,50.0
274,74.12120805843617,0.3901624087078348,1.0,50.0
275,68.23676649899598,-3.9118665868194693,1.0,50.0
276,67.67708093767259,0.8499113691611386,1.0,50.0
277,63.42355651030006,-5.640483964830105,1.0,50.0
278,57.635309690442014,7.4832893348340574,1.0,50.0
279,72.63557532085075,-0.2774160803016521,1.0,50.0
280,67.12665685275819,6.74220092196732,1.0,50.0
281,52.41806444888825,10.029399526045175,1.0,50.0
282,66.75708958839517,-7.764642254376406,1.0,50.0
283,64.10168138745198,-2.10828072384579,1.0,50.0
284,59.7848747702443,2.967044263368749,1.0,50.0
285,65.47178116449635,-3.306396852853913,1.0,50.0
286,62.887009825265295,-15.5209736593228,1.0,50.0
287,60.466733484393025,14.852556151220348,1.0,50.0
288,60.79387360056416,-11.10921900776075,1.0,50.0
289,67.10758975210716,-20.992082545374213,1.0,50.0
290,73.58791790761762,-4.823821382746607,1.0,50.0
291,51.10913828485735,13.56890119770782,1.0,50.0
292,68.72260325824759,10.208788211153895,1.0,50.0
293,65.97121662129726,18.381327452864703,1.0,50.0
294,52.985398768973766,1.7376225355468073,1.0,50.0
295,79.11432993637624,11.853120273592129,1.0,50.0
296,54.32909705944409,-5.3470961118466125,1.0,50.0
297,64.59479259555883,5.41118469072947,1.0,50.0
298,71.49881928524074,18.94373102586114,1.0,50.0
299,64.91330786834986,18.73353924670381,1.0,50.0
300,60.97063847262204,0.7062759233568201,1.0,50.0
301,60.60573922169908,10.427728597478225,1.0,50.0
302,72.08263749984498,13.387591487068459,1.0,50.0
303,65.16962632693746,12.667548470740421,1.0,50.0
304,57.2483633815476,-6.575769829978582,1.0,50.0
305,55.88636975860811,-12.235814261335623,1.0,50.0
306,56.911187102697276,4.6924411005450475,1.0,50.0
307,69.63424180376335,10.548978133698434,1.0,50.0
308,74.53814338352541,32.26936264784961,1.0,50.0
309,65.28730679714063,-19.472200605401333,1.0,50.0
310,67.80519097002774,15.470243783300432,1.0,50.0
311,65.86029768678813,4.070259459400356,1.0,50.0
312,68.20275357446586,23.340422219836725,1.0,50.0
313,72.12389142099057,24.588017466575522,1.0,50.0
314,70.9609635420129,8.708736931289263,1.0,50.0
315,79.43700326031097,-37.24566561662786,1.0,50.0
316,69.51387822130738,-10.674767730605115,1.0,50.0
317,72.9918327903146,7.871189979713314,1.0,50.0
318,67.57373678089061,8.910325950403736,1.0,50.0
319,65.49707289915325,-25.728758170787604,1.0,50.0
320,57.65706942716181,22.257979010865963,1.0,50.0
321,64.81804327835532,4.756150079655907,1.0,50.0
322,60.28269619410497,18.642192168439607,1.0,50.0
323,70.88654871971642,21.62206765234819,1.0,50.0
324,61.62894774346954,3.666006207652983,1.0,50.0
325,66.55860160956694,-2.063745348038002,1.0,50.0
326,57.5704406762742,-21.625755231442028,1.0,50.0
327,71.45287913500057,21.600676955318086,1.0,50.0
328,64.81145195234744,-38.54322530964457,1.0,50.0
329,66.13110684025185,32.11373683526763,1.0,50.0
330,63.237377462262046,-4.004956844167822,1.0,50.0
331,56.97605605799566,-1.1198653843089588,1.0,50.0
332,67.55630314453056,-6.145894267377695,1.0,50.0
333,66.4837346544914,7.910639067609839,1.0,50.0
334,67.44578127509084,-7.020222644596661,1.0,50.0
335,72.34546113490003,-18.765921469361587,1.0,50.0
336,50.11934193874359,-1.8704398654323304,1.0,50.0
337,58.227477164439975,2.8428806363699533,1.0,50.0
338,62.381154102927034,13.275582710371497,1.0,50.0
339,65.58298449783757,31.853783340724053,1.0,50.0
340,67.97541907190141,20.381334537099903,1.0,50.0
341,64.10123408623984,-0.7196675806232511,1.0,50.0
342,74.43409602144837,-9.816112834745171,1.0,50.0
343,54.63671170641396,-23.919348342874862,1.0,50.0
344,61.507866441921564,-4.483607159848208,1.0,50.0
345,60.452159776012486,38.0125177640943,1.0,50.0
346,53.23176287405706,3.619503492583735,1.0,50.0
347,70.94929974474402,31.245089865693327,1.0,50.0
348,64.98016911739897,5.253819499977431,1.0,50.0
349,58.79212035646023,-10.846689415345946,1.0,50.0
350,65.76422911128292,0.016413056827292216,1.0,50.0
351,65.76393174219108,-4.30413280448222,1.0,50.0
352,73.18928853044265,7.351882651909676,1.0,50.0
353,68.3347015481519,17.95692711288464,1.0,50.0
354,60.11574418601672,-4.538061304492209,1.0,50.0
355,68.30019772880732,-19.25248750398173,1.0,50.0
356,56.65324765199827,4.49287811859515,1.0,50.0
357,74.00837773724955,7.649123431455402,1.0,50.0
358,60.87659839793097,1.3448146946428219,1.0,50.0
359,61.60099863087365,-1.4372097878876922,1.0,50.0
360,53.068706938989166,24.76200878512394,1.0,50.0
361,62.70780605755005,-29.38145685416613,1.0,50.0
362,54.039084273578055,4.857173749950591,1.0,50.0
363,62.68712106834486,-10.419556530497049,1.0,50.0
364,66.97971184874535,8.919267600487029,1.0,50.0
365,60.348308247971275,-7.353435877169361,1.0,50.0
366,73.20194101547443,9.128016670972698,1.0,50.0
367,68.36677399480985,-14.504600529395795,1.0,50.0
368,53.76772615344728,-4.527851906801524,1.0,50.0
369,71.68997443716434,-0.07348723922654532,1.0,50.0
370,55.844671508298376,10.20574262758376,1.0,50.0
371,51.969704782688765,-21.829178593117238,1.0,50.0
372,61.42260571424175,13.722359338674492,1.0,50.0
373,57.66673063465956,16.414171702393688,1.0,50.0
374,64.79627236723879,-1.0369171824320373,1.0,50.0
375,73.57773636190944,32.51360612677812,1.0,50.0
376,60.350476018413346,13.773624716904562,1.0,50.0
377,64.85995653116171,6.9128238279204925,1.0,50.0
378,71.7160299820826,7.857152283717674,1.0,50.0
379,76.27068051646046,11.574072611643164,1.0,50.0
380,76.06879086992078,-8.29473190192457,1.0,50.0
381,55.75676934937745,4.058405569106387,1.0,50.0
382,74.12951817383387,-4.13014560103039,1.0,50.0
383,69.76438622441036,-2.8146994485054604,1.0,50.0
384,68.39004748694713,10.180695842183487,1.0,50.0
385,76.9062725259945,6.301098958529599,1.0,50.0
386,60.05484372879191,-1.35719764200317,1.0,50.0
387,67.40110728345358,14.146268513985643,1.0,50.0
388,74.9605105351298,12.708802806420048,1.0,50.0
389,66.83828878709379,11.38486929611879,1.0,50.0
390,69.2996910613093,15.033752688779135,1.0,50.0
391,53.97317952121711,-14.118104042574846,1.0,50.0
392,76.39584803147456,-17.04660292191305,1.0,50.0
393,60.80256618018708,10.124657752415889,1.0,50.0
394,65.1142548335881,12.115195429358442,1.0,50.0
395,60.54959536224125,-12.561142510942473,1.0,50.0
396,71.31284521005101,17.942142162250995,1.0,50.0
397,65.14564753103414,7.1703724892606715,1.0,50.0
398,59.372974065702195,36.90829915681034,1.0,50.0
399,60.81395436482002,23.383845567730447,1.0,50.0
